index,date,open,high,low,close,volume
50,2020-12-15 10:19:00,366.96,367.015,366.92,366.9885,34961
51,2020-12-15 10:20:00,366.97,367.01,366.84,366.88,45956
52,2020-12-15 10:21:00,366.87,366.89,366.8,366.81,46343
53,2020-12-15 10:22:00,366.82,366.9,366.78,366.87,32357
54,2020-12-15 10:23:00,366.89,366.93,366.74,366.855,75718
55,2020-12-15 10:24:00,366.84,366.84,366.68,366.82,70101
56,2020-12-15 10:25:00,366.83,366.86,366.57,366.58,99656
57,2020-12-15 10:26:00,366.57,366.73,366.48,366.61,118821
58,2020-12-15 10:27:00,366.6,366.6099,366.46,366.49,90396
59,2020-12-15 10:28:00,366.5,366.638,366.42,366.615,134661
60,2020-12-15 10:29:00,366.615,366.64,366.53,366.6,50578
61,2020-12-15 10:30:00,366.59,366.6499,366.52,366.64,104121
62,2020-12-15 10:31:00,366.64,366.695,366.605,366.69,125147
63,2020-12-15 10:32:00,366.68,366.845,366.65,366.69,107999
64,2020-12-15 10:33:00,366.69,366.7981,366.59,366.77,101350
65,2020-12-15 10:34:00,366.765,366.9418,366.765,366.88,94169
66,2020-12-15 10:35:00,366.89,366.93,366.76,366.845,244982
67,2020-12-15 10:36:00,366.8575,366.8575,366.66,366.68,53412
68,2020-12-15 10:37:00,366.69,366.715,366.56,366.56,50078
69,2020-12-15 10:38:00,366.55,366.56,366.21,366.2199,172213
70,2020-12-15 10:39:00,366.21,366.39,366.1711,366.2,109683
71,2020-12-15 10:40:00,366.21,366.38,366.2,366.3,92784
72,2020-12-15 10:41:00,366.31,366.36,366.22,366.34,38863
73,2020-12-15 10:42:00,366.32,366.32,366.0701,366.31,67738
74,2020-12-15 10:43:00,366.31,366.42,366.27,366.365,66216
75,2020-12-15 10:44:00,366.3608,366.52,366.3608,366.4195,55917
76,2020-12-15 10:45:00,366.42,366.6,366.42,366.58,44695
77,2020-12-15 10:46:00,366.58,366.7199,366.5528,366.658,53730
78,2020-12-15 10:47:00,366.66,366.72,366.6,366.6,56724
79,2020-12-15 10:48:00,366.6,366.6007,366.4746,366.5419,121216
80,2020-12-15 10:49:00,366.54,366.65,366.52,366.65,29798
81,2020-12-15 10:50:00,366.62,366.66,366.4702,366.49,63200
82,2020-12-15 10:51:00,366.485,366.51,366.35,366.51,88269
83,2020-12-15 10:52:00,366.52,366.62,366.48,366.6024,48889
84,2020-12-15 10:53:00,366.61,366.72,366.55,366.7,88943
85,2020-12-15 10:54:00,366.69,366.757,366.68,366.74,42692
86,2020-12-15 10:55:00,366.74,366.8,366.64,366.715,38501
87,2020-12-15 10:56:00,366.7118,366.81,366.65,366.765,41665
88,2020-12-15 10:57:00,366.7511,366.7818,366.69,366.69,25523
89,2020-12-15 10:58:00,366.7,366.79,366.64,366.748,55947
90,2020-12-15 10:59:00,366.76,366.77,366.6901,366.721,29433
91,2020-12-15 11:00:00,366.74,366.7494,366.59,366.61,132141
92,2020-12-15 11:01:00,366.6,366.655,366.54,366.61,71077
93,2020-12-15 11:02:00,366.61,366.67,366.51,366.56,60547
94,2020-12-15 11:03:00,366.56,366.645,366.54,366.58,55849
95,2020-12-15 11:04:00,366.58,366.64,366.48,366.49,71730
96,2020-12-15 11:05:00,366.48,366.495,366.26,366.31,123585
97,2020-12-15 11:06:00,366.31,366.36,366.06,366.11,184158
98,2020-12-15 11:07:00,366.11,366.23,365.92,365.96,237787
99,2020-12-15 11:08:00,365.95,366.24,365.95,366.0822,145022
100,2020-12-15 11:09:00,366.08,366.27,366.06,366.27,62675
101,2020-12-15 11:10:00,366.27,366.37,366.22,366.28,70530
102,2020-12-15 11:11:00,366.28,366.44,366.255,366.41,82800
103,2020-12-15 11:12:00,366.4,366.5601,366.36,366.56,100577
104,2020-12-15 11:13:00,366.56,366.65,366.36,366.61,204843
105,2020-12-15 11:14:00,366.6075,366.71,366.59,366.665,82802
106,2020-12-15 11:15:00,366.67,366.67,366.46,366.48,29282
107,2020-12-15 11:16:00,366.48,366.58,366.36,366.56,57990
108,2020-12-15 11:17:00,366.55,366.65,366.55,366.58,54799
109,2020-12-15 11:18:00,366.585,366.64,366.51,366.585,51947
110,2020-12-15 11:19:00,366.58,366.6478,366.49,366.646,70424
111,2020-12-15 11:20:00,366.64,366.8,366.6119,366.765,119637
112,2020-12-15 11:21:00,366.76,366.77,366.62,366.66,49251
113,2020-12-15 11:22:00,366.66,366.67,366.545,366.6359,65390
114,2020-12-15 11:23:00,366.615,366.688,366.53,366.55,44167
115,2020-12-15 11:24:00,366.55,366.65,366.515,366.64,48155
116,2020-12-15 11:25:00,366.645,366.79,366.585,366.585,50106
117,2020-12-15 11:26:00,366.595,366.6303,366.4601,366.5447,70361
118,2020-12-15 11:27:00,366.54,366.61,366.5001,366.52,20110
119,2020-12-15 11:28:00,366.55,366.76,366.53,366.68,59328
120,2020-12-15 11:29:00,366.68,366.76,366.59,366.71,44163
121,2020-12-15 11:30:00,366.7,366.7,366.53,366.66,61616
122,2020-12-15 11:31:00,366.67,366.73,366.63,366.66,30549
123,2020-12-15 11:32:00,366.66,366.74,366.59,366.6981,42167
124,2020-12-15 11:33:00,366.701,366.73,366.65,366.69,20158
125,2020-12-15 11:34:00,366.7,366.75,366.65,366.675,38572
126,2020-12-15 11:35:00,366.67,366.775,366.6,366.623,55128
127,2020-12-15 11:36:00,366.64,366.67,366.58,366.64,42155
128,2020-12-15 11:37:00,366.64,366.75,366.62,366.73,36612
129,2020-12-15 11:38:00,366.73,366.885,366.72,366.84,137499
130,2020-12-15 11:39:00,366.85,366.87,366.8,366.83,147694
131,2020-12-15 11:40:00,366.825,367.17,366.825,367.13,247775
132,2020-12-15 11:41:00,367.16,367.21,367.1,367.18,70058
133,2020-12-15 11:42:00,367.17,367.19,367.09,367.17,139276
134,2020-12-15 11:43:00,367.16,367.2,367.11,367.16,88676
135,2020-12-15 11:44:00,367.16,367.25,367.15,367.24,67991
136,2020-12-15 11:45:00,367.22,367.22,367.09,367.13,48164
137,2020-12-15 11:46:00,367.13,367.13,366.97,367.1011,77213
138,2020-12-15 11:47:00,367.101,367.16,367.04,367.04,25958
139,2020-12-15 11:48:00,367.02,367.07,366.97,366.99,49616
140,2020-12-15 11:49:00,367.0,367.0,366.91,366.9201,47762
141,2020-12-15 11:50:00,366.93,367.01,366.87,366.9901,135923
142,2020-12-15 11:51:00,366.99,367.08,366.86,366.98,114239
143,2020-12-15 11:52:00,366.99,367.1,366.9,366.97,49964
144,2020-12-15 11:53:00,366.97,367.055,366.94,367.0119,44195
145,2020-12-15 11:54:00,367.005,367.01,366.8,366.81,43580
146,2020-12-15 11:55:00,366.809,366.8599,366.75,366.8,68862
147,2020-12-15 11:56:00,366.81,366.87,366.75,366.861,35564
148,2020-12-15 11:57:00,366.8616,366.9799,366.8616,366.89,51478
149,2020-12-15 11:58:00,366.89,366.93,366.85,366.91,55391
150,2020-12-15 11:59:00,366.92,367.16,366.9,367.1597,74136
151,2020-12-15 12:00:00,367.15,367.27,367.08,367.21,90572
152,2020-12-15 12:01:00,367.21,367.3599,367.21,367.31,89281
153,2020-12-15 12:02:00,367.3101,367.38,367.31,367.35,48558
154,2020-12-15 12:03:00,367.3401,367.44,367.3401,367.4282,68739
155,2020-12-15 12:04:00,367.4399,367.4399,367.38,367.41,43971
156,2020-12-15 12:05:00,367.42,367.48,367.37,367.45,60181
157,2020-12-15 12:06:00,367.45,367.46,367.3,367.336,73512
158,2020-12-15 12:07:00,367.34,367.34,367.23,367.23,34824
159,2020-12-15 12:08:00,367.24,367.36,367.235,367.25,32465
160,2020-12-15 12:09:00,367.26,367.3299,367.22,367.25,36107
161,2020-12-15 12:10:00,367.26,367.3,367.23,367.25,16154
162,2020-12-15 12:11:00,367.24,367.38,367.24,367.36,33055
163,2020-12-15 12:12:00,367.36,367.3986,367.31,367.315,34447
164,2020-12-15 12:13:00,367.32,367.3299,367.28,367.29,42028
165,2020-12-15 12:14:00,367.28,367.39,367.27,367.39,52276
166,2020-12-15 12:15:00,367.395,367.41,367.31,367.34,46078
167,2020-12-15 12:16:00,367.33,367.36,367.32,367.3561,18592
168,2020-12-15 12:17:00,367.3518,367.48,367.3518,367.3719,61142
169,2020-12-15 12:18:00,367.37,367.37,367.32,367.36,35546
170,2020-12-15 12:19:00,367.37,367.5,367.36,367.48,68346
171,2020-12-15 12:20:00,367.47,367.5,367.44,367.45,40747
172,2020-12-15 12:21:00,367.46,367.62,367.45,367.614,66327
173,2020-12-15 12:22:00,367.62,367.6589,367.56,367.6,33778
174,2020-12-15 12:23:00,367.6,367.64,367.54,367.64,47858
175,2020-12-15 12:24:00,367.63,367.65,367.6,367.63,37334
176,2020-12-15 12:25:00,367.63,367.64,367.57,367.62,39242
177,2020-12-15 12:26:00,367.62,367.63,367.56,367.59,16999
178,2020-12-15 12:27:00,367.58,367.5918,367.55,367.575,14156
179,2020-12-15 12:28:00,367.58,367.59,367.5136,367.53,26535
180,2020-12-15 12:29:00,367.54,367.59,367.52,367.57,43668
181,2020-12-15 12:30:00,367.5786,367.66,367.55,367.58,46442
182,2020-12-15 12:31:00,367.58,367.66,367.57,367.64,31378
183,2020-12-15 12:32:00,367.65,367.69,367.59,367.6571,45218
184,2020-12-15 12:33:00,367.65,367.715,367.6279,367.6279,39257
185,2020-12-15 12:34:00,367.64,367.67,367.59,367.64,25626
186,2020-12-15 12:35:00,367.63,367.66,367.57,367.63,29593
187,2020-12-15 12:36:00,367.63,367.72,367.59,367.71,25821
188,2020-12-15 12:37:00,367.715,367.87,367.7001,367.83,97947
189,2020-12-15 12:38:00,367.83,368.03,367.805,368.01,148742
190,2020-12-15 12:39:00,368.01,368.0199,367.93,367.97,58606
191,2020-12-15 12:40:00,367.97,368.11,367.97,368.08,54971
192,2020-12-15 12:41:00,368.05,368.05,367.97,368.04,40332
193,2020-12-15 12:42:00,368.04,368.09,368.01,368.0236,40780
194,2020-12-15 12:43:00,368.0121,368.105,368.0121,368.05,22482
195,2020-12-15 12:44:00,368.05,368.0599,367.98,368.01,80125
196,2020-12-15 12:45:00,368.02,368.135,367.99,368.0701,103932
197,2020-12-15 12:46:00,368.075,368.139,368.05,368.11,49155
198,2020-12-15 12:47:00,368.115,368.21,368.07,368.196,67173
199,2020-12-15 12:48:00,368.2,368.27,368.17,368.21,83849
200,2020-12-15 12:49:00,368.21,368.26,368.185,368.251,47384
201,2020-12-15 12:50:00,368.25,368.32,368.16,368.3055,74465
202,2020-12-15 12:51:00,368.31,368.41,368.25,368.27,82730
203,2020-12-15 12:52:00,368.27,368.41,368.21,368.3923,54354
204,2020-12-15 12:53:00,368.3933,368.44,368.383,368.4288,76010
205,2020-12-15 12:54:00,368.43,368.45,368.39,368.42,65748
206,2020-12-15 12:55:00,368.43,368.46,368.4,368.425,85657
207,2020-12-15 12:56:00,368.43,368.43,368.36,368.41,54984
208,2020-12-15 12:57:00,368.4,368.5,368.4,368.4519,99977
209,2020-12-15 12:58:00,368.451,368.54,368.451,368.5,58991
210,2020-12-15 12:59:00,368.5,368.54,368.44,368.49,62426
211,2020-12-15 13:00:00,368.5,368.64,368.43,368.44,111115
212,2020-12-15 13:01:00,368.43,368.48,368.37,368.44,89226
213,2020-12-15 13:02:00,368.45,368.59,368.45,368.55,66573
214,2020-12-15 13:03:00,368.54,368.58,368.49,368.57,50189
215,2020-12-15 13:04:00,368.57,368.58,368.48,368.5,48274
216,2020-12-15 13:05:00,368.5,368.57,368.48,368.56,60088
217,2020-12-15 13:06:00,368.56,368.81,368.55,368.8,289010
218,2020-12-15 13:07:00,368.8,369.195,368.79,369.01,393295
219,2020-12-15 13:08:00,369.0,369.0,368.84,368.88,91049
220,2020-12-15 13:09:00,368.87,368.99,368.83,368.98,58753
221,2020-12-15 13:10:00,368.98,368.99,368.83,368.845,51754
222,2020-12-15 13:11:00,368.8499,368.89,368.83,368.83,75876
223,2020-12-15 13:12:00,368.83,368.88,368.83,368.875,48615
224,2020-12-15 13:13:00,368.87,368.9185,368.85,368.915,77970
225,2020-12-15 13:14:00,368.91,368.97,368.86,368.94,52958
226,2020-12-15 13:15:00,368.94,369.08,368.94,369.08,80128
227,2020-12-15 13:16:00,369.075,369.1,368.94,368.95,56633
228,2020-12-15 13:17:00,368.94,368.94,368.89,368.92,68265
229,2020-12-15 13:18:00,368.93,368.97,368.89,368.97,49530
230,2020-12-15 13:19:00,368.96,369.09,368.91,369.0175,93225
231,2020-12-15 13:20:00,369.01,369.04,368.93,368.9511,91274
232,2020-12-15 13:21:00,368.96,368.96,368.86,368.8699,107918
233,2020-12-15 13:22:00,368.866,368.92,368.85,368.915,73273
234,2020-12-15 13:23:00,368.915,368.97,368.88,368.88,36635
235,2020-12-15 13:24:00,368.88,368.94,368.88,368.906,38561
236,2020-12-15 13:25:00,368.91,368.965,368.84,368.87,106750
237,2020-12-15 13:26:00,368.87,368.88,368.79,368.85,79143
238,2020-12-15 13:27:00,368.85,368.86,368.77,368.775,72155
239,2020-12-15 13:28:00,368.77,368.81,368.74,368.76,55604
240,2020-12-15 13:29:00,368.765,368.85,368.7,368.755,95551
241,2020-12-15 13:30:00,368.755,368.88,368.74,368.81,134768
242,2020-12-15 13:31:00,368.81,368.92,368.8,368.8,102006
243,2020-12-15 13:32:00,368.7999,368.92,368.76,368.88,81578
244,2020-12-15 13:33:00,368.89,368.97,368.85,368.865,53816
245,2020-12-15 13:34:00,368.86,368.96,368.8,368.875,65260
246,2020-12-15 13:35:00,368.88,368.9101,368.83,368.86,63148
247,2020-12-15 13:36:00,368.865,368.89,368.77,368.825,63806
248,2020-12-15 13:37:00,368.83,368.93,368.79,368.92,62467
249,2020-12-15 13:38:00,368.9282,368.9682,368.82,368.8782,60621
250,2020-12-15 13:39:00,368.89,368.96,368.87,368.94,30554
251,2020-12-15 13:40:00,368.94,368.97,368.84,368.87,46853
252,2020-12-15 13:41:00,368.88,368.91,368.845,368.9,25418
253,2020-12-15 13:42:00,368.91,368.935,368.82,368.834,29578
254,2020-12-15 13:43:00,368.84,368.85,368.76,368.795,70201
255,2020-12-15 13:44:00,368.8,368.87,368.8,368.805,30843
256,2020-12-15 13:45:00,368.81,368.89,368.8006,368.8081,72682
257,2020-12-15 13:46:00,368.8,368.9264,368.798,368.89,33590
258,2020-12-15 13:47:00,368.88,368.94,368.86,368.91,56603
259,2020-12-15 13:48:00,368.93,368.9881,368.89,368.98,79454
260,2020-12-15 13:49:00,368.98,369.03,368.93,368.95,44695
261,2020-12-15 13:50:00,368.95,368.98,368.885,368.89,32128
262,2020-12-15 13:51:00,368.885,368.905,368.84,368.9,44427
263,2020-12-15 13:52:00,368.905,368.94,368.89,368.895,20424
264,2020-12-15 13:53:00,368.9,368.955,368.89,368.94,49050
265,2020-12-15 13:54:00,368.95,368.985,368.9,368.925,30561
266,2020-12-15 13:55:00,368.93,369.06,368.93,369.015,44631
267,2020-12-15 13:56:00,369.02,369.1,369.02,369.095,49007
268,2020-12-15 13:57:00,369.09,369.14,369.07,369.14,63017
269,2020-12-15 13:58:00,369.125,369.13,369.03,369.07,43173
270,2020-12-15 13:59:00,369.07,369.26,369.07,369.175,160838
271,2020-12-15 14:00:00,369.16,369.17,369.04,369.08,91169
272,2020-12-15 14:01:00,369.09,369.09,369.0,369.045,50821
273,2020-12-15 14:02:00,369.04,369.04,368.98,368.99,49116
274,2020-12-15 14:03:00,369.0,369.02,368.97,369.01,73432
275,2020-12-15 14:04:00,369.02,369.1,368.98,369.02,76382
276,2020-12-15 14:05:00,369.02,369.12,369.01,369.05,56078
277,2020-12-15 14:06:00,369.05,369.19,369.04,369.0679,60880
278,2020-12-15 14:07:00,369.065,369.19,369.065,369.09,53348
279,2020-12-15 14:08:00,369.095,369.15,369.03,369.15,41496
280,2020-12-15 14:09:00,369.14,369.2,369.03,369.0438,114246
281,2020-12-15 14:10:00,369.045,369.12,369.0,369.04,79994
282,2020-12-15 14:11:00,369.04,369.12,369.04,369.05,39884
283,2020-12-15 14:12:00,369.05,369.15,369.05,369.15,31320
284,2020-12-15 14:13:00,369.14,369.39,369.11,369.365,228150
285,2020-12-15 14:14:00,369.365,369.49,369.33,369.41,247799
286,2020-12-15 14:15:00,369.42,369.48,369.36,369.41,134608
287,2020-12-15 14:16:00,369.44,369.445,369.33,369.335,133884
288,2020-12-15 14:17:00,369.34,369.34,369.245,369.265,86245
289,2020-12-15 14:18:00,369.26,369.31,369.24,369.2618,45688
290,2020-12-15 14:19:00,369.27,369.36,369.27,369.335,89891
291,2020-12-15 14:20:00,369.33,369.41,369.2981,369.301,67941
292,2020-12-15 14:21:00,369.3,369.32,369.225,369.26,97188
293,2020-12-15 14:22:00,369.25,369.33,369.22,369.27,67050
294,2020-12-15 14:23:00,369.3,369.318,369.19,369.221,83731
295,2020-12-15 14:24:00,369.23,369.29,369.21,369.29,41192
296,2020-12-15 14:25:00,369.2811,369.4017,369.28,369.3902,99349
297,2020-12-15 14:26:00,369.4,369.45,369.37,369.39,50222
298,2020-12-15 14:27:00,369.395,369.44,369.31,369.34,55071
299,2020-12-15 14:28:00,369.345,369.355,369.26,369.3179,47437
300,2020-12-15 14:29:00,369.32,369.34,369.17,369.205,117570
301,2020-12-15 14:30:00,369.2099,369.355,369.2099,369.305,69065
302,2020-12-15 14:31:00,369.305,369.32,369.21,369.23,71624
303,2020-12-15 14:32:00,369.2215,369.3619,369.17,369.3619,63311
304,2020-12-15 14:33:00,369.36,369.374,369.27,369.32,48935
305,2020-12-15 14:34:00,369.3,369.34,369.26,369.28,37000
306,2020-12-15 14:35:00,369.27,369.44,369.25,369.425,53267
307,2020-12-15 14:36:00,369.4201,369.46,369.31,369.365,89806
308,2020-12-15 14:37:00,369.355,369.4,369.3301,369.35,37660
309,2020-12-15 14:38:00,369.36,369.4,369.34,369.36,35502
310,2020-12-15 14:39:00,369.35,369.39,369.3419,369.38,29288
311,2020-12-15 14:40:00,369.38,369.54,369.38,369.51,142401
312,2020-12-15 14:41:00,369.515,369.52,369.32,369.39,114403
313,2020-12-15 14:42:00,369.39,369.48,369.31,369.475,47980
314,2020-12-15 14:43:00,369.475,369.5,369.45,369.48,31342
315,2020-12-15 14:44:00,369.49,369.5,369.455,369.46,28551
316,2020-12-15 14:45:00,369.46,369.53,369.44,369.46,79592
317,2020-12-15 14:46:00,369.45,369.56,369.44,369.515,51581
318,2020-12-15 14:47:00,369.515,369.56,369.46,369.495,88501
319,2020-12-15 14:48:00,369.5,369.515,369.46,369.515,44150
320,2020-12-15 14:49:00,369.52,369.53,369.43,369.48,60533
321,2020-12-15 14:50:00,369.47,369.479,369.4,369.4184,54891
322,2020-12-15 14:51:00,369.415,369.42,369.31,369.33,63264
323,2020-12-15 14:52:00,369.3387,369.36,369.31,369.34,45711
324,2020-12-15 14:53:00,369.35,369.38,369.26,369.28,60424
325,2020-12-15 14:54:00,369.285,369.33,369.21,369.23,114587
326,2020-12-15 14:55:00,369.23,369.29,369.22,369.225,80793
327,2020-12-15 14:56:00,369.225,369.23,369.16,369.1711,75501
328,2020-12-15 14:57:00,369.1711,369.24,369.16,369.1964,96494
329,2020-12-15 14:58:00,369.19,369.225,369.16,369.215,67073
330,2020-12-15 14:59:00,369.22,369.25,369.185,369.21,19438
331,2020-12-15 15:00:00,369.22,369.42,369.14,369.3975,89710
332,2020-12-15 15:01:00,369.4,369.49,369.36,369.3899,88821
333,2020-12-15 15:02:00,369.38,369.4,369.275,369.29,62983
334,2020-12-15 15:03:00,369.275,369.3,369.205,369.22,96372
335,2020-12-15 15:04:00,369.2111,369.24,369.07,369.09,224097
336,2020-12-15 15:05:00,369.09,369.14,369.085,369.125,41336
337,2020-12-15 15:06:00,369.12,369.305,369.08,369.28,79925
338,2020-12-15 15:07:00,369.275,369.39,369.275,369.38,175599
339,2020-12-15 15:08:00,369.38,369.56,369.355,369.555,242408
340,2020-12-15 15:09:00,369.55,369.5798,369.2,369.27,171951
341,2020-12-15 15:10:00,369.28,369.43,369.25,369.269,121191
342,2020-12-15 15:11:00,369.26,369.31,369.17,369.25,132778
343,2020-12-15 15:12:00,369.25,369.34,369.24,369.29,70237
344,2020-12-15 15:13:00,369.29,369.32,369.22,369.2599,46095
345,2020-12-15 15:14:00,369.245,369.39,369.22,369.3811,118081
346,2020-12-15 15:15:00,369.39,369.41,369.3,369.39,70823
347,2020-12-15 15:16:00,369.41,369.44,369.32,369.326,73015
348,2020-12-15 15:17:00,369.3111,369.42,369.27,369.35,43304
349,2020-12-15 15:18:00,369.345,369.36,369.25,369.275,56428
350,2020-12-15 15:19:00,369.28,369.31,369.16,369.16,153052
351,2020-12-15 15:20:00,369.16,369.2,369.07,369.1,180002
352,2020-12-15 15:21:00,369.1,369.2,369.1,369.135,32065
353,2020-12-15 15:22:00,369.14,369.23,369.13,369.195,66729
354,2020-12-15 15:23:00,369.1982,369.2789,369.16,369.1638,51634
355,2020-12-15 15:24:00,369.1682,369.2599,369.141,369.215,43826
356,2020-12-15 15:25:00,369.2101,369.23,369.14,369.2,82051
357,2020-12-15 15:26:00,369.22,369.24,369.09,369.13,50137
358,2020-12-15 15:27:00,369.125,369.13,368.94,368.9684,88728
359,2020-12-15 15:28:00,368.966,368.98,368.84,368.85,231854
360,2020-12-15 15:29:00,368.845,368.97,368.84,368.85,242870
361,2020-12-15 15:30:00,368.85,368.8999,368.69,368.73,245511
362,2020-12-15 15:31:00,368.73,368.7371,368.62,368.67,109716
363,2020-12-15 15:32:00,368.67,368.8185,368.66,368.71,130363
364,2020-12-15 15:33:00,368.72,368.72,368.6,368.6981,68300
365,2020-12-15 15:34:00,368.695,368.76,368.62,368.67,168838
366,2020-12-15 15:35:00,368.675,368.74,368.66,368.66,48090
367,2020-12-15 15:36:00,368.66,368.8281,368.645,368.815,110560
368,2020-12-15 15:37:00,368.81,368.8496,368.74,368.81,57914
369,2020-12-15 15:38:00,368.82,368.87,368.79,368.8562,82213
370,2020-12-15 15:39:00,368.85,368.88,368.78,368.8,65050
371,2020-12-15 15:40:00,368.8,368.81,368.66,368.69,69280
372,2020-12-15 15:41:00,368.675,368.84,368.65,368.7955,88495
373,2020-12-15 15:42:00,368.8,368.98,368.8,368.98,209428
374,2020-12-15 15:43:00,368.99,369.09,368.97,369.07,154323
375,2020-12-15 15:44:00,369.06,369.11,368.99,369.03,83314
376,2020-12-15 15:45:00,369.025,369.17,368.96,369.07,254712
377,2020-12-15 15:46:00,369.0784,369.09,368.97,369.05,131251
378,2020-12-15 15:47:00,369.05,369.11,369.03,369.07,134203
379,2020-12-15 15:48:00,369.061,369.15,368.99,369.13,227323
380,2020-12-15 15:49:00,369.1381,369.1381,368.99,369.04,126437
381,2020-12-15 15:50:00,369.02,369.13,368.9,368.9698,237846
382,2020-12-15 15:51:00,368.965,369.01,368.82,368.97,169630
383,2020-12-15 15:52:00,368.97,369.09,368.895,368.96,270142
384,2020-12-15 15:53:00,368.96,369.14,368.96,369.11,186236
385,2020-12-15 15:54:00,369.11,369.15,369.02,369.1001,367802
386,2020-12-15 15:55:00,369.11,369.11,369.03,369.085,205386
387,2020-12-15 15:56:00,369.085,369.13,369.075,369.11,207075
388,2020-12-15 15:57:00,369.11,369.19,369.1,369.18,212343
389,2020-12-15 15:58:00,369.18,369.36,369.15,369.35,660651
390,2020-12-15 15:59:00,369.35,369.57,369.25,369.57,952362
391,2020-12-15 16:00:00,369.55,369.59,369.55,369.56,1525977
392,2020-12-16 09:30:00,369.82,369.88,369.65,369.8,376571
393,2020-12-16 09:31:00,369.82,369.89,369.62,369.635,113930
394,2020-12-16 09:32:00,369.64,369.76,369.59,369.76,129464
395,2020-12-16 09:33:00,369.76,369.84,369.59,369.69,71325
396,2020-12-16 09:34:00,369.68,369.74,369.48,369.67,92983
397,2020-12-16 09:35:00,369.66,369.68,369.45,369.47,168876
398,2020-12-16 09:36:00,369.4707,369.48,369.27,369.4,143919
399,2020-12-16 09:37:00,369.42,369.46,369.05,369.06,172507
400,2020-12-16 09:38:00,369.06,369.0884,368.89,369.04,189533
401,2020-12-16 09:39:00,369.04,369.06,368.8676,369.05,136095
402,2020-12-16 09:40:00,369.06,369.09,368.91,369.07,109434
403,2020-12-16 09:41:00,369.05,369.16,369.01,369.09,88334
404,2020-12-16 09:42:00,369.09,369.09,368.925,368.93,84026
405,2020-12-16 09:43:00,368.94,369.05,368.9316,369.01,58541
406,2020-12-16 09:44:00,369.0115,369.2,368.97,369.19,98695
