Date,Open,High,Low,Close,Volume
2019-10-29 15:00:00,8.4246301651001,10.1133737564087,8.4246301651001,8.9207592010498,4059400321
2019-10-30 15:00:00,8.39600849151611,8.39600849151611,8.0334529876709,8.0334529876709,2320616294
2019-10-31 15:00:00,7.48962068557739,8.08115768432617,7.30834293365478,7.72814416885376,2286077392
2019-11-01 15:00:00,7.50870227813721,7.69952058792114,7.44191646575928,7.51824378967285,1336825882
2019-11-04 15:00:00,7.4514570236206,7.55640745162964,7.30834293365478,7.33696603775024,1266693767
2019-11-05 15:00:00,7.33696603775024,7.4228343963623,7.16522979736328,7.32742500305176,1184345773
2019-11-06 15:00:00,7.27972078323364,7.27972078323364,7.10798358917236,7.12706565856934,934589619
2019-11-07 15:00:00,7.11752510070801,7.25109767913818,7.11752510070801,7.1556887626648,634838541
2019-11-08 15:00:00,7.2129340171814,7.2129340171814,7.08890199661255,7.09844303131104,573972846
2019-11-11 15:00:00,7.06027936935425,7.06027936935425,6.85037899017334,6.85992002487183,700986893
2019-11-12 15:00:00,6.85037899017334,6.88854265213013,6.69772434234619,6.77405166625976,557485894
2019-11-13 15:00:00,6.74542903900146,6.75497007369995,6.61185598373413,6.61185598373413,556249904
2019-11-14 15:00:00,6.58323335647583,6.9362473487854,6.51644706726074,6.81221532821655,933603542
2019-11-15 15:00:00,6.72634744644165,6.81221532821655,6.61185598373413,6.6309380531311,529075401
2019-11-18 15:00:00,6.6023154258728,6.69772434234619,6.56415176391602,6.62139701843262,363056995
2019-11-19 15:00:00,6.62139701843262,6.73588800430298,6.6023154258728,6.70726585388184,425813619
2019-11-20 15:00:00,6.69772434234619,6.71680641174316,6.61185598373413,6.6309380531311,371981297
2019-11-21 15:00:00,6.6023154258728,6.64047908782959,6.58323335647583,6.6023154258728,265244733
2019-11-22 15:00:00,6.61185598373413,6.65001964569092,6.55461072921753,6.57369232177734,305350578
2019-11-25 15:00:00,6.58323335647583,6.69772434234619,6.56415176391602,6.6595606803894,406964233
2019-11-26 15:00:00,6.62139701843262,6.69772434234619,6.61185598373413,6.62139701843262,407453677
2019-11-27 15:00:00,6.59277439117432,6.59277439117432,6.44966077804565,6.45920133590698,535419253
2019-11-28 15:00:00,6.44966077804565,6.47828340530396,6.36379241943359,6.37333297729492,364736312
2019-11-29 15:00:00,6.36379241943359,6.41149663925171,6.32562875747681,6.34471082687378,255866984
2019-12-02 15:00:00,6.34471082687378,6.36379241943359,6.29700565338135,6.30654716491699,258548232
2019-12-03 15:00:00,6.28746509552002,6.28746509552002,6.23021984100342,6.27792406082153,230697680
2019-12-04 15:00:00,6.24930143356323,6.31608772277832,6.23021984100342,6.2683835029602,181464531
2019-12-05 15:00:00,6.27792406082153,6.36379241943359,6.25884199142456,6.33516931533814,296670173
2019-12-06 15:00:00,6.31608772277832,6.32562875747681,6.27792406082153,6.30654716491699,217770930
2019-12-09 15:00:00,6.31608772277832,6.34471082687378,6.29700565338135,6.33516931533814,241221190
2019-12-10 15:00:00,6.30654716491699,6.31608772277832,6.25884199142456,6.27792406082153,305170005
2019-12-11 15:00:00,6.25884199142456,6.30654716491699,6.24930143356323,6.27792406082153,237129090
2019-12-12 15:00:00,6.2683835029602,6.2683835029602,6.18251514434814,6.19205570220947,328011417
2019-12-13 15:00:00,6.21113777160644,6.27792406082153,6.19205570220947,6.2683835029602,414155025
2019-12-16 15:00:00,6.25884199142456,6.2683835029602,6.22067880630493,6.2683835029602,319083760
2019-12-17 15:00:00,6.27792406082153,6.74542903900146,6.25884199142456,6.6023154258728,1437600223
2019-12-18 15:00:00,6.53552865982056,6.61185598373413,6.46874284744263,6.51644706726074,791161760
2019-12-19 15:00:00,6.50690650939941,6.6595606803894,6.49736499786377,6.5450701713562,579540342
2019-12-20 15:00:00,6.53552865982056,6.70726585388184,6.51644706726074,6.6023154258728,743212796
2019-12-23 15:00:00,6.57369232177734,6.6023154258728,6.40195608139038,6.4210376739502,495364395
2019-12-24 15:00:00,6.44966077804565,6.46874284744263,6.37333297729492,6.43057870864868,270327101
2019-12-25 15:00:00,6.4210376739502,6.43057870864868,6.37333297729492,6.3924150466919,257601111
2019-12-26 15:00:00,6.3924150466919,6.4210376739502,6.36379241943359,6.4210376739502,255462864
2019-12-27 15:00:00,6.41149663925171,6.52598810195923,6.3924150466919,6.41149663925171,415148112
2019-12-30 15:00:00,6.35425138473511,6.40195608139038,6.25884199142456,6.40195608139038,389765020
2019-12-31 15:00:00,6.38287448883057,6.44011974334717,6.35425138473511,6.3924150466919,228308972
2020-01-02 15:00:00,6.49736499786377,6.5450701713562,6.44966077804565,6.45920133590698,519608791
2020-01-03 15:00:00,6.47828340530396,6.47828340530396,6.43057870864868,6.45920133590698,297443419
2020-01-06 15:00:00,6.44011974334717,6.48782444000244,6.40195608139038,6.44011974334717,326749047
2020-01-07 15:00:00,6.44966077804565,6.48782444000244,6.43057870864868,6.48782444000244,341134545
2020-01-08 15:00:00,6.46874284744263,6.46874284744263,6.37333297729492,6.38287448883057,364122847
2020-01-09 15:00:00,6.41149663925171,6.44011974334717,6.40195608139038,6.41149663925171,215216477
2020-01-10 15:00:00,6.43057870864868,6.44011974334717,6.38287448883057,6.41149663925171,168831418
2020-01-13 15:00:00,6.3924150466919,6.40195608139038,6.35425138473511,6.40195608139038,179832623
2020-01-14 15:00:00,6.40195608139038,6.41149663925171,6.38287448883057,6.38287448883057,160677776
2020-01-15 15:00:00,6.38287448883057,6.38287448883057,6.33516931533814,6.33516931533814,172642834
2020-01-16 15:00:00,6.35425138473511,6.35425138473511,6.29700565338135,6.29700565338135,160226870
2020-01-17 15:00:00,6.29700565338135,6.32562875747681,6.29700565338135,6.29700565338135,118202341
2020-01-20 15:00:00,6.29700565338135,6.31608772277832,6.27792406082153,6.31608772277832,137543797
2020-01-21 15:00:00,6.32562875747681,6.32562875747681,6.24930143356323,6.24930143356323,176235026
2020-01-22 15:00:00,6.24930143356323,6.25884199142456,6.21113777160644,6.23021984100342,168290099
2020-01-23 15:00:00,6.22067880630493,6.23021984100342,6.03940105438232,6.09664630889893,285122377
2020-02-03 15:00:00,5.48602771759033,5.52419137954712,5.48602771759033,5.48602771759033,268612320
2020-02-04 15:00:00,5.33337354660034,5.54327344894409,5.33337354660034,5.44786405563354,274029620
2020-02-05 15:00:00,5.43832302093506,5.55281448364258,5.40970087051392,5.48602771759033,287029249
2020-02-06 15:00:00,5.48602771759033,5.57189655303955,5.44786405563354,5.52419137954712,292072223
2020-02-07 15:00:00,5.5051097869873,5.5051097869873,5.44786405563354,5.49556922912598,218100591
2020-02-10 15:00:00,5.46694612503052,5.52419137954712,5.43832302093506,5.51465082168579,196809450
2020-02-11 15:00:00,5.52419137954712,5.64822340011597,5.5051097869873,5.58143711090088,304820437
